Peak #,Ret. Time,Letter,Type,Width,Area,Start Time,End Time,Sample Number,Treatment,File Name,Leaf Area,Compound Name,Tetralin Corrected,Leaf Area Corrected,Plant Volume,Water Status,Average 48 Hour Temp,Max 48 Hour Temp,Average 48 Hour Humidity,,Site,Date
17,22.48,,rVB,0.109,1335897,22.458,22.567,102,Control,TIC: 0624201312.D,24.57,,0.399426826,0.016256688,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
18,24.78,,rBV,0.097,727321,24.752,24.85,102,Control,TIC: 0624201312.D,24.57,,0.217465507,0.008850855,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
1,14.04,,rVB,0.143,148879,13.978,14.121,101,Control,TIC: 0624201313.D,42.64,,0.04791403,0.001123687,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
2,14.32,,rBV,0.12,171076,14.252,14.373,101,Control,TIC: 0624201313.D,42.64,,0.055057735,0.001291223,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
3,17.34,,rBV,0.097,3107211,17.285,17.382,101,Control,TIC: 0624201313.D,42.64,Tetralin,1,0.023452158,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
4,18.72,,rVB,0.126,145151,18.698,18.824,101,Control,TIC: 0624201313.D,42.64,,0.04671424,0.00109555,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
5,18.94,,rBV,0.126,158921,18.91,19.036,101,Control,TIC: 0624201313.D,42.64,,0.051145867,0.001199481,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
6,22.09,,rBV,0.109,867978,22.057,22.166,101,Control,TIC: 0624201313.D,42.64,,0.279343115,0.006551199,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
7,22.3,,rVB,0.08,352900,22.275,22.355,101,Control,TIC: 0624201313.D,42.64,,0.113574521,0.002663568,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
8,22.39,,rBV,0.092,315335,22.355,22.446,101,Control,TIC: 0624201313.D,42.64,,0.101484901,0.00238004,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
9,22.49,,rVB,0.114,2365305,22.458,22.572,101,Control,TIC: 0624201313.D,42.64,,0.761230892,0.017852507,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
10,23.1,,rBV,0.092,180745,23.076,23.167,101,Control,TIC: 0624201313.D,42.64,,0.058169529,0.001364201,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
1,17.34,,rBV,0.086,3414399,17.297,17.382,98,Low,TIC: 06242013015.D,52.46,Tetralin,0.970461236,0.01849907,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
2,18.72,,rVB,0.126,145714,18.698,18.824,98,Low,TIC: 06242013015.D,52.46,,0.041415719,0.000789472,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
3,18.94,,rBV,0.132,158108,18.91,19.042,98,Low,TIC: 06242013015.D,52.46,,0.044938417,0.000856623,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
4,21.02,,rVB,0.097,169841,20.993,21.09,98,Low,TIC: 06242013015.D,52.46,,0.048273241,0.000920191,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
5,22.09,,rBV,0.086,355508,22.057,22.143,98,Low,TIC: 06242013015.D,52.46,,0.101044645,0.001926127,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
6,22.3,,rBV,0.074,405912,22.275,22.349,98,Low,TIC: 06242013015.D,52.46,,0.115370776,0.002199214,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
7,22.39,,rBV,0.097,122976,22.36,22.458,98,Low,TIC: 06242013015.D,52.46,,0.034952986,0.000666279,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
8,22.48,,rVB,0.109,1182365,22.458,22.566,98,Low,TIC: 06242013015.D,52.46,,0.336058967,0.006406004,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
9,23.05,,rBV,0.052,113276,23.024,23.076,98,Low,TIC: 06242013015.D,52.46,,0.032195993,0.000613725,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
10,23.1,,rBV,0.092,242059,23.076,23.167,98,Low,TIC: 06242013015.D,52.46,,0.06879948,0.001311466,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
1,13.49,,rBV,0.12,282482,13.423,13.543,177,High,TIC: 0625201316.D,67.32,,0.086124399,0.001279329,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
2,13.58,,rVB,0.126,179186,13.549,13.675,177,High,TIC: 0625201316.D,67.32,,0.054631044,0.000811513,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
3,14.04,,rBV,0.149,894190,13.978,14.127,177,High,TIC: 0625201316.D,67.32,,0.272624721,0.004049684,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
4,14.22,,rVV,0.109,110559,14.149,14.258,177,High,TIC: 0625201316.D,67.32,,0.033707732,0.000500709,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
5,14.32,,rVB,0.189,1084269,14.258,14.447,177,High,TIC: 0625201316.D,67.32,,0.330576872,0.00491053,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
6,17.34,,rBV,0.092,3279930,17.291,17.382,177,High,TIC: 0625201316.D,67.32,Tetralin,1,0.014854427,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
7,18.67,,rBV,0.103,99310,18.595,18.698,177,High,TIC: 0625201316.D,67.32,,0.030278085,0.000449764,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
8,18.72,,rVB,0.057,152664,18.698,18.756,177,High,TIC: 0625201316.D,67.32,,0.046544896,0.000691398,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
9,18.94,,rBV,0.086,243342,18.899,18.984,177,High,TIC: 0625201316.D,67.32,,0.074191217,0.001102068,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
10,20.5,,rVB,0.08,171730,20.478,20.558,177,High,TIC: 0625201316.D,67.32,,0.052357825,0.000777745,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
11,24.78,,rBV,0.12,234247,24.752,24.872,177,High,TIC: 0625201316.D,67.32,,0.071418292,0.001060878,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
1,14.04,,rBV,0.143,1857150,13.978,14.121,176,High,TIC: 0625201317.D,31.2,,0.598443014,0.019180866,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
2,14.32,,rBV,0.189,2069506,14.247,14.436,176,High,TIC: 0625201317.D,31.2,,0.666872039,0.021374104,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
3,16.89,,rVB,0.092,334557,16.856,16.948,176,High,TIC: 0625201317.D,31.2,,0.107806747,0.003455344,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
4,17.34,,rBV,0.097,3103303,17.291,17.388,176,High,TIC: 0625201317.D,31.2,Tetralin,1,0.032051282,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
5,18.72,,rVB,0.126,176710,18.693,18.819,176,High,TIC: 0625201317.D,31.2,,0.056942554,0.001825082,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
6,18.94,,rBV,0.086,216885,18.904,18.99,176,High,TIC: 0625201317.D,31.2,,0.069888438,0.002240014,22632,14.75,88.63,113.335,30.45,,SouthForkNorth,8/12/12
1,13.49,,rBV,0.114,213968,13.423,13.537,178,Control,TIC: 0625201318.D,64.26,,0.067391029,0.001048724,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
2,13.58,,rVB,0.126,174339,13.549,13.674,178,Control,TIC: 0625201318.D,64.26,,0.054909541,0.00085449,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
3,14.05,,rBV,0.143,4004536,13.978,14.121,178,Control,TIC: 0625201318.D,64.26,,1.261262442,0.019627489,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
4,14.33,,rVB,0.195,4273152,14.258,14.453,178,Control,TIC: 0625201318.D,64.26,,1.34586532,0.02094406,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
5,17.35,,rBV,0.092,3175022,17.291,17.382,178,Control,TIC: 0625201318.D,64.26,Tetralin,1,0.01556178,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
6,18.66,,rBV,0.063,143204,18.63,18.693,178,Control,TIC: 0625201318.D,64.26,,0.04510331,0.000701888,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
7,18.72,,rVB,0.069,368596,18.693,18.761,178,Control,TIC: 0625201318.D,64.26,,0.116092424,0.001806605,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
8,18.94,,rBV,0.086,534858,18.899,18.984,178,Control,TIC: 0625201318.D,64.26,,0.168458045,0.002621507,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
9,24.78,,rBV,0.103,202727,24.752,24.855,178,Control,TIC: 0625201318.D,64.26,,0.063850581,0.000993629,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
1,14.04,,rBV,0.172,2372790,13.967,14.138,179,Control,TIC: 0625201319.D,68.4,,0.758914678,0.011095244,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
2,14.32,,rBV,0.206,2581697,14.23,14.436,179,Control,TIC: 0625201319.D,68.4,,0.825731627,0.0120721,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
3,17.34,,rBV,0.092,3126557,17.291,17.383,179,Control,TIC: 0625201319.D,68.4,Tetralin,1,0.014619883,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
4,18.53,,rBV,0.16,113269,18.475,18.636,179,Control,TIC: 0625201319.D,68.4,,0.03622803,0.00052965,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
5,18.66,,rVV,0.057,132604,18.636,18.693,179,Control,TIC: 0625201319.D,68.4,,0.042412149,0.000620061,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
6,18.72,,rVB,0.132,341949,18.693,18.825,179,Control,TIC: 0625201319.D,68.4,,0.109369188,0.001598965,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
7,18.95,,rBV,0.126,441954,18.916,19.042,179,Control,TIC: 0625201319.D,68.4,,0.141354851,0.002066591,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
1,14.04,,rBV,0.172,2259546,13.966,14.138,180,Control,TIC: 0625201320.D,56.26,,0.644867479,0.011462273,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
2,14.32,,rBV,0.257,2469960,14.235,14.493,180,Control,TIC: 0625201320.D,56.26,,0.704918987,0.012529666,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
3,17.35,,rBV,0.092,3503892,17.291,17.382,180,Control,TIC: 0625201320.D,56.26,Tetralin,1,0.017774618,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
4,18.66,,rVV,0.057,119854,18.635,18.693,180,Control,TIC: 0625201320.D,56.26,,0.034205963,0.000607998,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
5,18.72,,rVB,0.16,325799,18.693,18.853,180,Control,TIC: 0625201320.D,56.26,,0.092982033,0.00165272,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
6,18.94,,rBV,0.114,399487,18.91,19.025,180,Control,TIC: 0625201320.D,56.26,,0.114012361,0.002026526,21812,18.5,88.63,113.335,30.45,,SouthForkNorth,8/12/12
1,17.34,j,rBV,0.086,2999645,17.291,17.377,152,Low,TIC: 013001.D,77,Tetralin,1,0.012987013,36960,15,,,,,Quailway,8/9/12
2,17.39,k,rVB,0.12,127361,17.377,17.497,152,Low,TIC: 013001.D,77,,0.042458691,0.000551412,36960,15,,,,,Quailway,8/9/12
3,18.52,n,rBV,0.097,180533,18.481,18.578,152,Low,TIC: 013001.D,77,,0.060184789,0.000781621,36960,15,,,,,Quailway,8/9/12
4,18.62,o,rVV,0.057,180404,18.578,18.636,152,Low,TIC: 013001.D,77,,0.060141783,0.000781062,36960,15,,,,,Quailway,8/9/12
5,18.65,p,rVV,0.052,314179,18.636,18.687,152,Low,TIC: 013001.D,77,,0.104738727,0.001360243,36960,15,,,,,Quailway,8/9/12
6,18.72,q,rVB,0.109,434799,18.687,18.796,152,Low,TIC: 013001.D,77,,0.144950152,0.00188247,36960,15,,,,,Quailway,8/9/12
7,18.95,s,rBV,0.086,543918,18.899,18.985,152,Low,TIC: 013001.D,77,,0.181327457,0.002354902,36960,15,,,,,Quailway,8/9/12
8,21.02,bb,rVB,0.074,131766,20.993,21.067,152,Low,TIC: 013001.D,77,,0.043927198,0.000570483,36960,15,,,,,Quailway,8/9/12
9,22.31,ff,rBV,0.08,3963569,22.275,22.355,152,Low,TIC: 013001.D,77,,1.321346026,0.017160338,36960,15,,,,,Quailway,8/9/12
10,22.49,gg,rBV,0.057,102103,22.464,22.521,152,Low,TIC: 013001.D,77,,0.034038361,0.000442057,36960,15,,,,,Quailway,8/9/12
11,23.1,ii,rBV,0.08,111928,23.076,23.156,152,Low,TIC: 013001.D,77,,0.037313749,0.000484594,36960,15,,,,,Quailway,8/9/12
1,17.35,j,rBB,0.16,2820907,17.297,17.457,145,Low,TIC: 013002.D,38.88,Tetralin,1,0.025720165,148125,14,,,,,PortalRoad5,8/9/12
2,18.52,n,rBV,0.057,74044,18.487,18.544,145,Low,TIC: 013002.D,38.88,,0.026248295,0.00067511,148125,14,,,,,PortalRoad5,8/9/12
3,18.65,p,rVB,0.063,135645,18.624,18.687,145,Low,TIC: 013002.D,38.88,,0.048085598,0.001236769,148125,14,,,,,PortalRoad5,8/9/12
4,18.72,q,rBV,0.063,200006,18.687,18.75,145,Low,TIC: 013002.D,38.88,,0.070901309,0.001823593,148125,14,,,,,PortalRoad5,8/9/12
5,18.95,s,rBV,0.097,268844,18.887,18.985,145,Low,TIC: 013002.D,38.88,,0.095304099,0.002451237,148125,14,,,,,PortalRoad5,8/9/12
6,21.02,bb,rBV,0.052,92343,20.993,21.045,145,Low,TIC: 013002.D,38.88,,0.032735216,0.000841955,148125,14,,,,,PortalRoad5,8/9/12
7,22.3,ff,rBV,0.063,244317,22.275,22.338,145,Low,TIC: 013002.D,38.88,,0.086609378,0.002227607,148125,14,,,,,PortalRoad5,8/9/12
8,24.19,jj,rBV,0.206,289187,24.009,24.214,145,Low,TIC: 013002.D,38.88,,0.102515609,0.002636718,148125,14,,,,,PortalRoad5,8/9/12
9,24.23,kk,rVB,0.063,60651,24.22,24.283,145,Low,TIC: 013002.D,38.88,,0.021500532,0.000552997,148125,14,,,,,PortalRoad5,8/9/12
1,17.34,,rBV,0.109,2972745,17.279,17.388,106,High,TIC: 0624201308.D,16.45,,1.035769697,0.062964723,44982,14.5,,,,,PortalRoad4,7/31/12
2,22.49,,rBV,0.109,125904,22.446,22.555,106,High,TIC: 0624201308.D,16.45,,0.043867721,0.002666731,44982,14.5,,,,,PortalRoad4,7/31/12
3,24.36,,rVB,0.114,107109,24.34,24.455,106,High,TIC: 0624201308.D,16.45,,0.03731913,0.00226864,44982,14.5,,,,,PortalRoad4,7/31/12
1,17.34,,rBV,0.109,2870083,17.274,17.382,107,High,TIC: 0624201309.D,14.52,Tetralin,1,0.068870523,44982,14.5,,,,,PortalRoad4,7/31/12
2,18.72,,rVB,0.12,122114,18.699,18.819,107,High,TIC: 0624201309.D,14.52,,0.042547202,0.002930248,44982,14.5,,,,,PortalRoad4,7/31/12
3,18.95,,rBV,0.132,128431,18.91,19.042,107,High,TIC: 0624201309.D,14.52,,0.044748183,0.003081831,44982,14.5,,,,,PortalRoad4,7/31/12
4,22.48,,rVB,0.114,109510,22.452,22.567,107,High,TIC: 0624201309.D,14.52,,0.038155691,0.002627802,44982,14.5,,,,,PortalRoad4,7/31/12
1,12.66,,rBV,0.189,162382,12.582,12.771,108,High,TIC: 06242013014.D,27.44,,0.052172298,0.001901323,44928,14.5,,,,,PortalRoad4,7/31/12
2,13.25,,rBV,0.155,217714,13.183,13.337,108,High,TIC: 06242013014.D,27.44,,0.069950116,0.002549202,44928,14.5,,,,,PortalRoad4,7/31/12
3,13.48,,rBV,0.126,650633,13.417,13.543,108,High,TIC: 06242013014.D,27.44,,0.209044222,0.00761823,44928,14.5,,,,,PortalRoad4,7/31/12
4,13.58,,rVV,0.12,454860,13.549,13.669,108,High,TIC: 06242013014.D,27.44,,0.146143609,0.005325933,44928,14.5,,,,,PortalRoad4,7/31/12
5,14.22,,rBV,0.114,293959,14.144,14.258,108,High,TIC: 06242013014.D,27.44,,0.094447147,0.003441951,44928,14.5,,,,,PortalRoad4,7/31/12
6,14.61,,rVB,0.08,185747,14.573,14.653,108,High,TIC: 06242013014.D,27.44,,0.059679323,0.002174902,44928,14.5,,,,,PortalRoad4,7/31/12
7,14.95,,rBV,0.132,146889,14.859,14.991,108,High,TIC: 06242013014.D,27.44,,0.047194496,0.001719916,44928,14.5,,,,,PortalRoad4,7/31/12
8,17.34,,rBV,0.086,3112418,17.297,17.382,108,High,TIC: 06242013014.D,27.44,Tetralin,1,0.036443149,44928,14.5,,,,,PortalRoad4,7/31/12
9,18.72,,rVB,0.057,200544,18.698,18.756,108,High,TIC: 06242013014.D,27.44,,0.064433505,0.00234816,44928,14.5,,,,,PortalRoad4,7/31/12
10,18.95,,rBV,0.086,283299,18.899,18.985,108,High,TIC: 06242013014.D,27.44,,0.091022157,0.003317134,44928,14.5,,,,,PortalRoad4,7/31/12
11,19,,rVB,0.069,105288,18.985,19.053,108,High,TIC: 06242013014.D,27.44,,0.033828361,0.001232812,44928,14.5,,,,,PortalRoad4,7/31/12
12,20.5,,rVB,0.08,266207,20.484,20.564,108,High,TIC: 06242013014.D,27.44,,0.085530607,0.003117005,44928,14.5,,,,,PortalRoad4,7/31/12
13,24.78,,rBV,0.114,210256,24.752,24.867,108,High,TIC: 06242013014.D,27.44,,0.067553908,0.002461877,44928,14.5,,,,,PortalRoad4,7/31/12
1,17.34,,rBV,0.086,3518326,17.297,17.382,104,Control,TIC: 06242013016.D,63,Tetralin,1,0.015873016,29120,18.5,,,,,PortalRoad4,7/31/12
2,18.72,,rVB,0.132,274747,18.687,18.819,104,Control,TIC: 06242013016.D,63,,0.078090262,0.001239528,29120,18.5,,,,,PortalRoad4,7/31/12
3,18.95,,rBV,0.086,215255,18.905,18.99,104,Control,TIC: 06242013016.D,63,,0.061181084,0.000971128,29120,18.5,,,,,PortalRoad4,7/31/12
4,22.09,,rBV,0.092,156703,22.063,22.155,104,Control,TIC: 06242013016.D,63,,0.044539079,0.00070697,29120,18.5,,,,,PortalRoad4,7/31/12
5,22.3,,rVB,0.08,233302,22.275,22.355,104,Control,TIC: 06242013016.D,63,,0.066310512,0.001052548,29120,18.5,,,,,PortalRoad4,7/31/12
6,22.48,,rBV,0.063,508063,22.458,22.521,104,Control,TIC: 06242013016.D,63,,0.144404754,0.002292139,29120,18.5,,,,,PortalRoad4,7/31/12
1,17.34,,rBV,0.092,3501663,17.291,17.382,105,Control,TIC: 06242013017.D,44.2,Tetralin,1,0.022624434,29120,18.5,,,,,PortalRoad4,7/31/12
2,18.72,,rVB,0.126,179938,18.698,18.824,105,Control,TIC: 06242013017.D,44.2,,0.051386441,0.001162589,29120,18.5,,,,,PortalRoad4,7/31/12
3,18.94,,rBV,0.074,177824,18.916,18.99,105,Control,TIC: 06242013017.D,44.2,,0.050782728,0.00114893,29120,18.5,,,,,PortalRoad4,7/31/12
4,22.09,,rBV,0.103,431294,22.063,22.166,105,Control,TIC: 06242013017.D,44.2,,0.123168335,0.002786614,29120,18.5,,,,,PortalRoad4,7/31/12
5,22.3,,rVB,0.086,254259,22.275,22.36,105,Control,TIC: 06242013017.D,44.2,,0.072610928,0.001642781,29120,18.5,,,,,PortalRoad4,7/31/12
6,22.39,,rBV,0.097,163695,22.36,22.458,105,Control,TIC: 06242013017.D,44.2,,0.046747788,0.001057642,29120,18.5,,,,,PortalRoad4,7/31/12
7,22.49,,rVB,0.109,1288564,22.458,22.566,105,Control,TIC: 06242013017.D,44.2,,0.367986297,0.008325482,29120,18.5,,,,,PortalRoad4,7/31/12
1,14.04,,rBV,0.16,1021198,13.978,14.138,173,Control,TIC: 0625201310.D,30.72,,0.333641426,0.010860724,12600,19,,,,,AnimasWash,8/12/12
2,14.32,,rBV,0.212,1215219,14.235,14.447,173,Control,TIC: 0625201310.D,30.72,,0.397031134,0.012924191,12600,19,,,,,AnimasWash,8/12/12
3,16.89,,rVB,0.086,137093,16.856,16.942,173,Control,TIC: 0625201310.D,30.72,,0.044790436,0.001458022,12600,19,,,,,AnimasWash,8/12/12
4,17.34,,rBV,0.097,3060765,17.285,17.382,173,Control,TIC: 0625201310.D,30.72,Tetralin,1,0.032552083,12600,19,,,,,AnimasWash,8/12/12
5,18.53,,rBV,0.132,97784,18.492,18.624,173,Control,TIC: 0625201310.D,30.72,,0.031947569,0.00103996,12600,19,,,,,AnimasWash,8/12/12
6,18.66,,rVV,0.063,128602,18.635,18.698,173,Control,TIC: 0625201310.D,30.72,,0.042016293,0.001367718,12600,19,,,,,AnimasWash,8/12/12
7,18.72,,rVB,0.126,294722,18.698,18.824,173,Control,TIC: 0625201310.D,30.72,,0.096290307,0.00313445,12600,19,,,,,AnimasWash,8/12/12
8,18.94,,rBV,0.097,359332,18.899,18.996,173,Control,TIC: 0625201310.D,30.72,,0.117399408,0.003821595,12600,19,,,,,AnimasWash,8/12/12
9,21.02,,rVB,0.074,221085,20.993,21.067,173,Control,TIC: 0625201310.D,30.72,,0.072231942,0.0023513,12600,19,,,,,AnimasWash,8/12/12
10,22.3,,rBV,0.063,214425,22.275,22.338,173,Control,TIC: 0625201310.D,30.72,,0.070056015,0.002280469,12600,19,,,,,AnimasWash,8/12/12
1,14.04,,rBV,0.16,304937,13.978,14.138,170,Low,TIC: 0625201311.D,22.04,,0.102734654,0.004661282,210012,16.5,,,,,AnimasWash,8/12/12
2,14.32,,rBV,0.172,436081,14.247,14.419,170,Low,TIC: 0625201311.D,22.04,,0.146917661,0.006665956,210012,16.5,,,,,AnimasWash,8/12/12
3,17.34,,rBV,0.206,2968200,17.291,17.497,170,Low,TIC: 0625201311.D,22.04,Tetralin,1,0.045372051,210012,16.5,,,,,AnimasWash,8/12/12
4,18.95,,rBV,0.126,93545,18.922,19.048,170,Low,TIC: 0625201311.D,22.04,,0.031515733,0.001429933,210012,16.5,,,,,AnimasWash,8/12/12
5,22.3,,rBV,0.074,250110,22.275,22.349,170,Low,TIC: 0625201311.D,22.04,,0.08426319,0.003823194,210012,16.5,,,,,AnimasWash,8/12/12
1,14.04,,rBV,0.16,1929551,13.955,14.115,172,Control,TIC: 0625201312.D,96.3,,0.639344615,0.006639093,12600,19,,,,,AnimasWash,8/12/12
2,14.32,,rBV,0.172,2134377,14.247,14.418,172,Control,TIC: 0625201312.D,96.3,,0.707212425,0.007343847,12600,19,,,,,AnimasWash,8/12/12
3,17.34,,rBV,0.092,3018014,17.291,17.382,172,Control,TIC: 0625201312.D,96.3,Tetralin,1,0.010384216,12600,19,,,,,AnimasWash,8/12/12
4,18.53,,rBV,0.137,102096,18.475,18.613,172,Control,TIC: 0625201312.D,96.3,,0.033828869,0.000351286,12600,19,,,,,AnimasWash,8/12/12
5,18.66,,rBV,0.086,179661,18.613,18.698,172,Control,TIC: 0625201312.D,96.3,,0.059529545,0.000618168,12600,19,,,,,AnimasWash,8/12/12
6,18.72,,rVB,0.103,319399,18.698,18.801,172,Control,TIC: 0625201312.D,96.3,,0.105830854,0.00109897,12600,19,,,,,AnimasWash,8/12/12
7,18.95,,rBV,0.132,402878,18.91,19.042,172,Control,TIC: 0625201312.D,96.3,,0.133491097,0.0013862,12600,19,,,,,AnimasWash,8/12/12
8,20.98,,rBV,0.057,111287,20.942,20.999,172,Control,TIC: 0625201312.D,96.3,,0.036874249,0.00038291,12600,19,,,,,AnimasWash,8/12/12
9,21.01,,rVB,0.069,91307,20.999,21.067,172,Control,TIC: 0625201312.D,96.3,,0.030254001,0.000314164,12600,19,,,,,AnimasWash,8/12/12
10,22.3,,rBV,0.057,118904,22.275,22.332,172,Control,TIC: 0625201312.D,96.3,,0.039398094,0.000409118,12600,19,,,,,AnimasWash,8/12/12
11,24.78,,rBV,0.08,168009,24.758,24.838,172,Control,TIC: 0625201312.D,96.3,,0.055668728,0.000578076,12600,19,,,,,AnimasWash,8/12/12
1,12.69,,rBV,0.177,181127,12.576,12.753,174,Control,TIC: 0625201313.D,72,,0.061353519,0.000852132,12600,19,,,,,AnimasWash,8/12/12
2,13.25,,rBV,0.166,124925,13.171,13.337,174,Control,TIC: 0625201313.D,72,,0.042316101,0.000587724,12600,19,,,,,AnimasWash,8/12/12
3,13.48,,rBV,0.132,450002,13.417,13.549,174,Control,TIC: 0625201313.D,72,,0.152430098,0.002117085,12600,19,,,,,AnimasWash,8/12/12
4,13.58,,rVB,0.109,257893,13.549,13.657,174,Control,TIC: 0625201313.D,72,,0.087356623,0.001213286,12600,19,,,,,AnimasWash,8/12/12
5,14.04,,rBV,0.177,1458040,13.955,14.132,174,Control,TIC: 0625201313.D,72,,0.49388487,0.006859512,12600,19,,,,,AnimasWash,8/12/12
6,14.21,,rBV,0.114,173750,14.144,14.258,174,Control,TIC: 0625201313.D,72,,0.058854693,0.000817426,12600,19,,,,,AnimasWash,8/12/12
7,14.32,,rBV,0.114,1734404,14.258,14.373,174,Control,TIC: 0625201313.D,72,,0.587498213,0.008159697,12600,19,,,,,AnimasWash,8/12/12
8,14.61,,rVB,0.092,106647,14.573,14.665,174,Control,TIC: 0625201313.D,72,,0.036124756,0.000501733,12600,19,,,,,AnimasWash,8/12/12
9,14.95,,rBV,0.132,106179,14.865,14.996,174,Control,TIC: 0625201313.D,72,,0.03596623,0.000499531,12600,19,,,,,AnimasWash,8/12/12
10,17.34,,rBV,0.086,2952186,17.297,17.382,174,Control,TIC: 0625201313.D,72,Tetralin,1,0.013888889,12600,19,,,,,AnimasWash,8/12/12
11,18.53,,rVB,0.074,93011,18.51,18.584,174,Control,TIC: 0625201313.D,72,,0.031505806,0.000437581,12600,19,,,,,AnimasWash,8/12/12
12,18.67,,rBV,0.114,193579,18.584,18.699,174,Control,TIC: 0625201313.D,72,,0.06557141,0.000910714,12600,19,,,,,AnimasWash,8/12/12
13,18.72,,rVB,0.057,272538,18.699,18.756,174,Control,TIC: 0625201313.D,72,,0.092317354,0.001282185,12600,19,,,,,AnimasWash,8/12/12
14,18.95,,rBV,0.08,409799,18.905,18.985,174,Control,TIC: 0625201313.D,72,,0.138812053,0.001927945,12600,19,,,,,AnimasWash,8/12/12
15,19.01,,rVV,0.057,162769,18.985,19.042,174,Control,TIC: 0625201313.D,72,,0.055135076,0.000765765,12600,19,,,,,AnimasWash,8/12/12
16,20.46,,rBV,0.103,187309,20.375,20.478,174,Control,TIC: 0625201313.D,72,,0.063447561,0.000881216,12600,19,,,,,AnimasWash,8/12/12
17,20.5,,rVB,0.069,403286,20.478,20.547,174,Control,TIC: 0625201313.D,72,,0.136605891,0.001897304,12600,19,,,,,AnimasWash,8/12/12
18,21.63,,rBV,0.086,319149,21.582,21.668,174,Control,TIC: 0625201313.D,72,,0.108105993,0.001501472,12600,19,,,,,AnimasWash,8/12/12
19,24.78,,rBV,0.12,1138070,24.747,24.867,174,Control,TIC: 0625201313.D,72,,0.385500778,0.005354177,12600,19,,,,,AnimasWash,8/12/12
